filename,title,solution,feature,role
./help/release-notes/release-notes-cloud/2022/release-notes-2022-1-0.md,Release Notes for 2022.1.0 release of [!DNL Adobe Experience Manager] as a Cloud Service.,,Release Information,Admin
./help/release-notes/release-notes-cloud/2021/release-notes-2021-11-0.md,Release Notes for 2021.11.0 release of [!DNL Adobe Experience Manager] as a Cloud Service.,,Release Information,Admin
./help/release-notes/release-notes-cloud/2021/release-notes-2021-10-0.md,Release Notes for 2021.10.0 release of [!DNL Adobe Experience Manager] as a Cloud Service.,,Release Information,Admin
./help/release-notes/release-notes-cloud/2021/release-notes-2021-9-0.md,Release Notes for 2021.9.0 release of [!DNL Adobe Experience Manager] as a Cloud Service.,,Release Information,Admin
./help/release-notes/release-notes-cloud/2021/release-notes-2021-8-0.md,Release Notes for 2021.8.0 release of [!DNL Adobe Experience Manager] as a Cloud Service.,,Release Information,Admin
./help/release-notes/release-notes-cloud/2021/release-notes-2021-7-0.md,Release Notes for 2021.7.0 release of [!DNL Adobe Experience Manager] as a Cloud Service.,,Release Information,Admin
./help/release-notes/release-notes-cloud/2021/release-notes-2021-6-0.md,Release Notes for 2021.6.0 release of [!DNL Adobe Experience Manager] as a Cloud Service.,,Release Information,Admin
./help/release-notes/release-notes-cloud/2021/release-notes-2021-5-0.md,Release Notes for 2021.5.0 release of [!DNL Adobe Experience Manager] as a Cloud Service.,,Release Information,Admin
./help/release-notes/release-notes-cloud/2021/release-notes-2021-4-0.md,Release Notes for 2021.4.0 release of [!DNL Adobe Experience Manager] as a Cloud Service.,,Release Information,Admin
./help/release-notes/release-notes-cloud/2021/release-notes-2021-3-0.md,Release Notes for 2021.3.0 release of [!DNL Adobe Experience Manager] as a Cloud Service.,,Release Information,Admin
./help/release-notes/release-notes-cloud/2021/release-notes-2021-2-0.md,Release Notes for 2021.2.0 release of [!DNL Adobe Experience Manager] as a Cloud Service.,,Release Information,Admin
./help/release-notes/release-notes-cloud/2021/release-notes-2021-1-0.md,Release Notes for 2021.1.0 release of [!DNL Adobe Experience Manager] as a Cloud Service.,,Release Information,Admin
./help/release-notes/release-notes-cloud/2020/release-notes-2020-12-0.md,Release Notes for 2020.12.0 release of [!DNL Adobe Experience Manager] as a Cloud Service.,,Release Information,Admin
./help/release-notes/release-notes-cloud/2020/release-notes-2020-11-0.md,Release Notes for 2020.11.0 release of [!DNL Adobe Experience Manager] as a Cloud Service.,,Release Information,Admin
./help/release-notes/release-notes-cloud/2020/release-notes-2020-10-0.md,Release Notes for 2020.10.0 release of [!DNL Adobe Experience Manager] as a Cloud Service.,,Release Information,Admin
./help/release-notes/release-notes-cloud/2020/release-notes-2020-9-0.md,Release Notes for 2020.9.0 release of [!DNL Adobe Experience Manager] as a Cloud Service.,,Release Information,Admin
./help/release-notes/release-notes-cloud/2020/release-notes-2020-8-0.md,Release Notes for 2020.8.0 release of [!DNL Adobe Experience Manager] as a Cloud Service.,,Release Information,Admin
./help/release-notes/release-notes-cloud/2020/release-notes-2020-7-0.md,Release Notes for 2020.7.0 release of [!DNL Adobe Experience Manager] as a Cloud Service.,,Release Information,Admin
./help/release-notes/release-notes-cloud/2020/release-notes-2020-6-0.md,Adobe Experience Manager as a Cloud Service Release Notes for 2020.6.0,,Release Information,Admin
./help/release-notes/release-notes-cloud/2020/release-notes-2020-5-0.md,Adobe Experience Manager as a Cloud Service Release Notes for 2020.5.0,,Release Information,Admin
./help/release-notes/release-notes-cloud/2020/release-notes-2020-4-0.md,Adobe Experience Manager as a Cloud Service Release Notes for 2020.4.0,,Release Information,Admin
./help/release-notes/release-notes-cloud/2020/release-notes-2020-3-0.md,Release Notes for Release 2020.3.0,,Release Information,Admin
./help/release-notes/release-notes-cloud/2020/release-notes-2020-2-0.md,Release Notes for Release 2020.2.0,,Release Information,Admin
./help/release-notes/maintenance/latest.md,Current Maintenance Release Notes of [!DNL Adobe Experience Manager] as a Cloud Service.,,Release Information,Admin
./help/release-notes/maintenance/2024/2024-6-0.md,Maintenance Release Notes of [!DNL Adobe Experience Manager] as a Cloud Service associated with 2024.6.0 feature activation.,,Release Information,Admin
./help/release-notes/maintenance/2024/2024-5-0.md,Maintenance Release Notes of [!DNL Adobe Experience Manager] as a Cloud Service associated with 2024.5.0 feature activation.,,Release Information,Admin
./help/release-notes/maintenance/2024/2024-4-0.md,Maintenance Release Notes of [!DNL Adobe Experience Manager] as a Cloud Service associated with 2024.4.0 feature activation.,,Release Information,Admin
./help/release-notes/maintenance/2024/2024-3-0.md,Maintenance Release Notes of [!DNL Adobe Experience Manager] as a Cloud Service associated with 2024.3.0 feature activation.,,Release Information,Admin
./help/release-notes/maintenance/2023/2023-12-0.md,Maintenance Release Notes of [!DNL Adobe Experience Manager] as a Cloud Service associated with 2023.12.0 feature activation.,,Release Information,Admin
./help/release-notes/maintenance/2023/2023-11-0.md,Maintenance Release Notes of [!DNL Adobe Experience Manager] as a Cloud Service associated with 2023.11.0 feature activation.,,Release Information,Admin
./help/release-notes/maintenance/2023/2023-10-0.md,Maintenance Release Notes of [!DNL Adobe Experience Manager] as a Cloud Service associated with 2023.10.0 feature activation.,,Release Information,Admin
./help/release-notes/maintenance/2023/2023-9-0.md,Maintenance Release Notes of [!DNL Adobe Experience Manager] as a Cloud Service associated with 2023.9.0 feature activation.,,Release Information,Admin
./help/release-notes/maintenance/2023/2023-8-0.md,Maintenance Release Notes of [!DNL Adobe Experience Manager] as a Cloud Service associated with 2023.8.0 feature activation.,,Release Information,Admin
./help/release-notes/maintenance/2023/2023-7-0.md,Maintenance Release Notes of [!DNL Adobe Experience Manager] as a Cloud Service associated with 2023.7.0 feature activation.,,Release Information,Admin
./help/release-notes/maintenance/2023/2023-6-0.md,Maintenance Release Notes of [!DNL Adobe Experience Manager] as a Cloud Service associated with 2023.6.0 feature activation.,,Release Information,Admin
./help/release-notes/maintenance/2023/2023-4-0.md,Maintenance Release Notes of [!DNL Adobe Experience Manager] as a Cloud Service associated with 2023.4.0 feature activation.,,Release Information,Admin
./help/release-notes/maintenance/2023/2023-2-0.md,Maintenance Release Notes of [!DNL Adobe Experience Manager] as a Cloud Service associated with 2023.2.0 feature activation.,,Release Information,Admin
./help/release-notes/maintenance/2023/2023-1-0.md,Maintenance Release Notes of [!DNL Adobe Experience Manager] as a Cloud Service associated with 2023.1.0 feature activation.,,Release Information,Admin
./help/implementing/cloud-manager/release-notes/current.md,Release Notes for Cloud Manager 2024.6.0 in Adobe Experience Manager as a Cloud Service,,Release Information,Admin
./help/implementing/cloud-manager/release-notes/2024/2024-5-0.md,Release Notes for Cloud Manager 2024.5.0 in Adobe Experience Manager as a Cloud Service,,Release Information,Admin
./help/implementing/cloud-manager/release-notes/2024/2024-4-0.md,Release Notes for Cloud Manager 2024.4.0 in Adobe Experience Manager as a Cloud Service,,Release Information,Admin
./help/implementing/cloud-manager/release-notes/2024/2024-3-0.md,Release Notes for Cloud Manager 2024.3.0 in Adobe Experience Manager as a Cloud Service,,Release Information,Admin
./help/implementing/cloud-manager/release-notes/2024/2024-2-0.md,Release Notes for Cloud Manager 2024.2.0 in Adobe Experience Manager as a Cloud Service,,Release Information,Admin
./help/implementing/cloud-manager/release-notes/2024/2024-1-0.md,Release Notes for Cloud Manager 2024.1.0 in Adobe Experience Manager as a Cloud Service,,Release Information,Admin
./help/implementing/cloud-manager/release-notes/2023/2023-12-0.md,Release Notes for Cloud Manager 2023.12.0 in Adobe Experience Manager as a Cloud Service,,Release Information,Admin
./help/implementing/cloud-manager/release-notes/2023/2023-11-0.md,Release Notes for Cloud Manager 2023.11.0 in Adobe Experience Manager as a Cloud Service,,Release Information,Admin
./help/implementing/cloud-manager/release-notes/2023/2023-10-0.md,Release Notes for Cloud Manager 2023.10.0 in Adobe Experience Manager as a Cloud Service,,Release Information,Admin
./help/implementing/cloud-manager/release-notes/2023/2023-9-0.md,Release Notes for Cloud Manager 2023.9.0 in Adobe Experience Manager as a Cloud Service,,Release Information,Admin
./help/implementing/cloud-manager/release-notes/2023/2023-8-0.md,Release Notes for Cloud Manager 2023.8.0 in Adobe Experience Manager as a Cloud Service,,Release Information,Admin
./help/implementing/cloud-manager/release-notes/2023/2023-7-0.md,Release Notes for Cloud Manager 2023.7.0 in Adobe Experience Manager as a Cloud Service,,Release Information,Admin
./help/implementing/cloud-manager/release-notes/2023/2023-6-0.md,Release Notes for Cloud Manager 2023.6.0 in Adobe Experience Manager as a Cloud Service,,Release Information,Admin
./help/implementing/cloud-manager/release-notes/2023/2023-5-0.md,Release Notes for Cloud Manager 2023.5.0 in Adobe Experience Manager as a Cloud Service,,Release Information,Admin
./help/implementing/cloud-manager/release-notes/2023/2023-4-0.md,Release Notes for Cloud Manager 2023.4.0 in Adobe Experience Manager as a Cloud Service,,Release Information,Admin
./help/implementing/cloud-manager/release-notes/2023/2023-3-0.md,Release Notes for Cloud Manager 2023.3.0 in Adobe Experience Manager as a Cloud Service,,Release Information,Admin
./help/implementing/cloud-manager/release-notes/2023/2023-2-0.md,Release Notes for Cloud Manager 2023.2.0 in Adobe Experience Manager as a Cloud Service,,Release Information,Admin
./help/implementing/cloud-manager/release-notes/2023/2023-1-0.md,Release Notes for Cloud Manager 2023.1.0 in Adobe Experience Manager as a Cloud Service,,Release Information,Admin
./help/implementing/cloud-manager/release-notes/2022/2022-12-0.md,Release Notes for Cloud Manager 2022.12.0 in Adobe Experience Manager as a Cloud Service,,Release Information,Admin
./help/implementing/cloud-manager/release-notes/2022/2022-11-0.md,Release Notes for Cloud Manager 2022.11.0 in Adobe Experience Manager as a Cloud Service,,Release Information,Admin
./help/implementing/cloud-manager/release-notes/2022/2022-10-0.md,Release Notes for Cloud Manager 2022.10.0 in Adobe Experience Manager as a Cloud Service,,Release Information,Admin
./help/implementing/cloud-manager/release-notes/2022/2022-9-0.md,Release Notes for Cloud Manager 2022.9.0 in Adobe Experience Manager as a Cloud Service,,Release Information,Admin
./help/implementing/cloud-manager/release-notes/2022/2022-8-0.md,Release Notes for Cloud Manager 2022.8.0 in Adobe Experience Manager as a Cloud Service,,Release Information,Admin
./help/implementing/cloud-manager/release-notes/2022/2022-7-0.md,Release Notes for Cloud Manager 2022.7.0 in Adobe Experience Manager as a Cloud Service,,Release Information,Admin
./help/implementing/cloud-manager/release-notes/2022/2022-6-0.md,Release Notes for Cloud Manager 2022.6.0 in Adobe Experience Manager as a Cloud Service,,Release Information,Admin
./help/implementing/cloud-manager/release-notes/2022/2022-5-0.md,Release Notes for Cloud Manager 2022.5.0 in Adobe Experience Manager as a Cloud Service,,Release Information,Admin
./help/implementing/cloud-manager/release-notes/2022/2022-4-0.md,Release Notes for Cloud Manager 2022.4.0 in Adobe Experience Manager as a Cloud Service,,Release Information,Admin
./help/implementing/cloud-manager/release-notes/2022/2022-3-0.md,Release Notes for Cloud Manager 2022.3.0 in Adobe Experience Manager as a Cloud Service,,Release Information,Admin
./help/implementing/cloud-manager/release-notes/2022/2022-2-0.md,Release Notes for Cloud Manager in AEM as a Cloud Service Release 2022.02.0,,Release Information,Admin
./help/implementing/cloud-manager/release-notes/2022/2022-1-0.md,Release Notes for Cloud Manager in AEM as a Cloud Service Release 2022.01.0,,Release Information,Admin
./help/implementing/cloud-manager/release-notes/2021/2021-12-0.md,Release Notes for Cloud Manager in AEM as a Cloud Service Release 2021.12.0,,Release Information,Admin
./help/implementing/cloud-manager/release-notes/2021/2021-11-0.md,Release Notes for Cloud Manager in AEM as a Cloud Service Release 2021.11.0,,Release Information,Admin
./help/implementing/cloud-manager/release-notes/2021/2021-10-0.md,Release Notes for Cloud Manager in AEM as a Cloud Service Release 2021.10.0,,Release Information,Admin
./help/implementing/cloud-manager/release-notes/2021/2021-9-0.md,Release Notes for Cloud Manager in AEM as a Cloud Service Release 2021.9.0,,Release Information,Admin
./help/implementing/cloud-manager/release-notes/2021/2021-8-0.md,Release Notes for Cloud Manager in AEM as a Cloud Service Release 2021.8.0,,Release Information,Admin
./help/implementing/cloud-manager/release-notes/2021/2021-7-0.md,Release Notes for Cloud Manager in AEM as a Cloud Service Release 2021.7.0,,Release Information,Admin
./help/implementing/cloud-manager/release-notes/2021/2021-6-0.md,Release Notes for Cloud Manager in AEM as a Cloud Service Release 2021.6.0,,Release Information,Admin
./help/implementing/cloud-manager/release-notes/2021/2021-5-0.md,Release Notes for Cloud Manager in AEM as a Cloud Service Release 2021.5.0,,Release Information,Admin
./help/implementing/cloud-manager/release-notes/2021/2021-4-0.md,Release Notes for Cloud Manager in AEM as a Cloud Service Release 2021.4.0,,Release Information,Admin
./help/implementing/cloud-manager/release-notes/2021/2021-3-0.md,Release Notes for Cloud Manager in AEM as a Cloud Service Release 2021.3.0,,Release Information,Admin
./help/implementing/cloud-manager/release-notes/2021/2021-2-0.md,Release Notes for Cloud Manager in AEM as a Cloud Service Release 2021.2.0,,Release Information,Admin
./help/implementing/cloud-manager/release-notes/2021/2021-1-0.md,Release Notes for Cloud Manager in AEM as a Cloud Service Release 2021.1.0,,Release Information,Admin
./help/implementing/cloud-manager/release-notes/2020/2020-12-0.md,Release Notes for Cloud Manager in AEM as a Cloud Service Release 2020.12.0,,Release Information,Admin
./help/implementing/cloud-manager/release-notes/2020/2020-11-0.md,Release Notes for Cloud Manager in AEM as a Cloud Service Release 2020.11.0,,Release Information,Admin
./help/implementing/cloud-manager/release-notes/2020/2020-10-0.md,Release Notes for Cloud Manager in AEM as a Cloud Service Release 2020.10.0,,Release Information,Admin
./help/implementing/cloud-manager/release-notes/2020/2020-9-0.md,Release Notes for Cloud Manager in AEM as a Cloud Service Release 2020.9.0,,Release Information,Admin
./help/implementing/cloud-manager/release-notes/2020/2020-8-0.md,Release Notes for Cloud Manager in AEM as a Cloud Service Release 2020.8.0,,Release Information,Admin
./help/implementing/cloud-manager/release-notes/2020/2020-7-0.md,Release Notes for Cloud Manager in AEM as a Cloud Service Release 2020.7.0,,Release Information,Admin
./help/implementing/cloud-manager/release-notes/2020/2020-6-0.md,Release Notes for Cloud Manager in AEM as a Cloud Service Release 2020.6.0,,Release Information,Admin
./help/implementing/cloud-manager/release-notes/2020/2020-5-0.md,Release Notes for Cloud Manager in AEM as a Cloud Service Release 2020.5.0,,Release Information,Admin
./help/implementing/cloud-manager/release-notes/2020/2020-4-0.md,Release Notes for Cloud Manager in AEM as a Cloud Service Release 2020.4.0,,Release Information,Admin
./help/implementing/cloud-manager/release-notes/2020/2020-3-0.md,Release Notes for Cloud Manager in AEM as a Cloud Service Release 2020.3.0,,Release Information,Admin
./help/implementing/cloud-manager/release-notes/2020/2020-2-0.md,Release Notes for Cloud Manager in AEM as a Cloud Service Release 2020.2.0,,Release Information,Admin
./help/journey-migration/release-notes/release-notes-migration-tools-current.md,Release Notes for Migration Tools in AEM as a Cloud Service Release 2024.05.0,,Release Information,Admin
./help/journey-migration/release-notes/release-notes-migration-tools-2023-10-0.md,Release Notes for Migration Tools in AEM as a Cloud Service Release 2023.10.0,,Release Information,Admin
./help/journey-migration/release-notes/release-notes-migration-tools-2023-09-0.md,Release Notes for Migration Tools in AEM as a Cloud Service Release 2023.09.0,,Release Information,Admin
./help/journey-migration/release-notes/release-notes-migration-tools-2023-08-0.md,Release Notes for Migration Tools in AEM as a Cloud Service Release 2023.08.0,,Release Information,Admin
./help/journey-migration/release-notes/release-notes-migration-tools-2023-07-0.md,Release Notes for Migration Tools in AEM as a Cloud Service Release 2023.07.0,,Release Information,Admin
./help/journey-migration/release-notes/release-notes-migration-tools-2023-06-0.md,Release Notes for Migration Tools in AEM as a Cloud Service Release 2023.06.0,,Release Information,Admin
./help/journey-migration/release-notes/release-notes-migration-tools-2023-03-0.md,Release Notes for Migration Tools in AEM as a Cloud Service Release 2023.03.0,,Release Information,Admin
./help/journey-migration/release-notes/release-notes-migration-tools-2022-12-0.md,Release Notes for Migration Tools in AEM as a Cloud Service Release 2022.12.0,,Release Information,Admin
./help/journey-migration/release-notes/release-notes-migration-tools-2022-09-0.md,Release Notes for Migration Tools in AEM as a Cloud Service Release 2022.9.0,,Release Information,Admin
./help/journey-migration/release-notes/release-notes-migration-tools-2022-07-0.md,Release Notes for Migration Tools in AEM as a Cloud Service Release 2022.7.0,,Release Information,Admin
./help/journey-migration/release-notes/release-notes-migration-tools-2022-05-0.md,Release Notes for Migration Tools in AEM as a Cloud Service Release 2022.5.0,,Release Information,Admin
./help/journey-migration/release-notes/release-notes-migration-tools-2022-04-0.md,Release Notes for Migration Tools in AEM as a Cloud Service Release 2022.4.0,,Release Information,Admin
./help/journey-migration/release-notes/release-notes-migration-tools-2022-03-0.md,Release Notes for Migration Tools in AEM as a Cloud Service Release 2022.3.0,,Release Information,Admin
./help/journey-migration/release-notes/release-notes-migration-tools-2022-02-0.md,Release Notes for Migration Tools in AEM as a Cloud Service Release 2022.2.0,,Release Information,Admin
./help/journey-migration/release-notes/release-notes-migration-tools-2022-01-0.md,Release Notes for Migration Tools in AEM as a Cloud Service Release 2022.1.0,,Release Information,Admin
./help/journey-migration/release-notes/release-notes-migration-tools-2021-12-0.md,Release Notes for Migration Tools in AEM as a Cloud Service Release 2021.12.0,,Release Information,Admin
./help/journey-migration/release-notes/release-notes-migration-tools-2021-11-0.md,Release Notes for Migration Tools in AEM as a Cloud Service Release 2021.11.0,,Release Information,Admin
./help/journey-migration/release-notes/release-notes-migration-tools-2021-10-0.md,Release Notes for Migration Tools in AEM as a Cloud Service Release 2021.10.0,,Release Information,Admin
./help/assets/release-notes-enhanced-connector-workfront.md,Release Notes for [!DNL Workfront for Experience Manager enhanced connector],,Release Information,Admin
./help/generative-ai/release-notes-generate-variations.md,Release Notes for Generate Variations,,Release Information,Admin
./help/release-notes/what-is-new.md,What is new?,,Release Information,Admin
./help/release-notes/aem-cloud-changes.md,Notable Changes to Adobe Experience Manager (AEM) as a Cloud Service,,Release Information,Admin
./help/release-notes/deprecated-removed-features.md,Deprecated and Removed Features,,Release Information,Admin
./help/release-notes/prerelease.md,Adobe Experience Manager as a Cloud Service Prerelease Channel,,Release Information,Admin
./help/security/cloud-service-security-overview.md,AEM as a Cloud Service Security Overview,,Security,Admin
./help/security/configuring-advanced-networking.md,Configuring Advanced Networking for AEM as a Cloud Service,,Security,Admin
./help/security/ims-support.md,IMS Support for Adobe Experience Manager as a Cloud Service,,Security,Admin
./help/security/same-site-cookie-support.md,Same Site Cookie Support for Adobe Experience Manager as a Cloud Service,,Security,Admin
./help/security/oauth2-support-for-mail-service.md,OAuth2 Support for the Mail Service,,Security,Admin
./help/security/traffic-filter-rules-including-waf.md,Traffic Filter Rules including WAF Rules,,Security,Admin
./help/security/security-considerations.md,AEM as a Cloud Service Security Considerations,,Security,Admin
./help/security/jwt-credentials-deprecation-in-adobe-developer-console.md,JWT Credentials Deprecation in Adobe Developer Console,,Security,Admin
./help/security/setting-up-ims-integrations-for-aem-as-a-cloud-service.md,Setting Up IMS Integrations for AEM as a Cloud Service,,Security,Admin
./help/security/best-practices-for-sling-service-user-mapping-and-service-user-definition.md,Best Practices for Sling Service User Mapping and Service User Definition,,Security,Admin
./help/journey-onboarding/overview.md,AEM as a Cloud Service Onboarding Journey Introduction,,Onboarding,"Admin, User, Developer"
./help/journey-onboarding/preparation.md,Onboarding Preparation,,Onboarding,"Admin, User, Developer"
./help/journey-onboarding/terminology.md,AEM as a Cloud Service Terminology,,Onboarding,"Admin, User, Developer"
./help/journey-onboarding/admin-console.md,Accessing the Admin Console,,Onboarding,"Admin, User, Developer"
./help/journey-onboarding/assign-profiles-cloud-manager.md,Assigning Team Members to Cloud Manager Product Profiles,,Onboarding,"Admin, User, Developer"
./help/journey-onboarding/cloud-manager.md,Access Cloud Manager,,Onboarding,"Admin, User, Developer"
./help/journey-onboarding/create-program.md,Create a Program,,Onboarding,"Admin, User, Developer"
./help/journey-onboarding/create-environments.md,Create Environments,,Onboarding,"Admin, User, Developer"
./help/journey-onboarding/assign-profiles-aem.md,Assigning AEM Product Profiles,,Onboarding,"Admin, User, Developer"
./help/journey-onboarding/developers.md,Developer and Deployment Manager Tasks,,Onboarding,"Admin, User, Developer"
./help/journey-onboarding/aem-users.md,AEM User Tasks,,Onboarding,"Admin, User, Developer"
./help/journey-onboarding/go-live-checklist.md,Go-Live Checklist,,Onboarding,"Admin, User, Developer"
./help/journey-sites/demos-add-on/overview.md,AEM Reference Demos Add-on Journey,,Onboarding,"Admin, User, Developer"
./help/journey-sites/demos-add-on/installation.md,Understand Reference Demo Add-on Installation,,Onboarding,"Admin, User, Developer"
./help/journey-sites/demos-add-on/create-program.md,Create Program,,Onboarding,"Admin, User, Developer"
./help/journey-sites/demos-add-on/create-site.md,Create Demo Site,,Onboarding,"Admin, User, Developer"
./help/journey-sites/demos-add-on/screens.md,Enable AEM Screens for Your Demo Site,,Onboarding,"Admin, User, Developer"
./help/journey-sites/demos-add-on/manage.md,Manage Your Demo Sites,,Onboarding,"Admin, User, Developer"
./help/onboarding/cloud-manager-introduction.md,Introduction to Cloud Manager,,Onboarding,"Admin, User, Developer"
./help/onboarding/aem-cs-team-product-profiles.md,AEM as a Cloud Service Team and Product Profiles,,Onboarding,"Admin, User, Developer"
./help/journey-onboarding/notification-profiles.md,Notification Profiles,,Onboarding,"Admin, User, Developer"
./help/trials/headless/customize-app.md,Customize Content in a Sample React App,,Onboarding,"Admin, User, Developer"
./help/trials/headless/content-structure.md,Create the Content Structure for Your App,,Onboarding,"Admin, User, Developer"
./help/trials/headless/create-content.md,Create Headless Content,,Onboarding,"Admin, User, Developer"
./help/trials/headless/extract-content.md,Extract Content via the GraphQL API,,Onboarding,"Admin, User, Developer"
./help/trials/headless/code-playground.md,Render Your Content in a Simple App,,Onboarding,"Admin, User, Developer"
./help/trials/headless/universal-editor.md,Edit in Context with the Universal Editor,,Onboarding,"Admin, User, Developer"
./help/journey-migration/getting-started.md,Getting Started with the Migration Journey to AEM as a Cloud Service,,Migration,Admin
./help/journey-migration/readiness.md,Readiness Phase,,Migration,Admin
./help/journey-migration/implementation.md,Implementation Phase,,Migration,Admin
./help/journey-migration/go-live.md,Go-Live,,Migration,Admin
./help/journey-migration/post-go-live.md,Post Go-Live,,Migration,Admin
./help/journey-migration/getting-started-partners.md,Migration Guide to Experience Manager as a Cloud Service for Partners,,Migration,Admin
./help/journey-migration/cloud-acceleration-manager/introduction/overview-cam.md,Overview to Cloud Acceleration Manager,,Migration,Admin
./help/journey-migration/cloud-acceleration-manager/introduction/benefits-cam.md,Benefits of using Cloud Acceleration Manager,,Migration,Admin
./help/journey-migration/cloud-acceleration-manager/using-cam/getting-started-cam.md,Getting Started with Cloud Acceleration Manager,,Migration,Admin
./help/journey-migration/cloud-acceleration-manager/using-cam/cam-readiness-phase.md,Readiness Phase in Cloud Acceleration Manager,,Migration,Admin
./help/journey-migration/cloud-acceleration-manager/using-cam/cam-implementation-phase.md,Implementation Phase in Cloud Acceleration Manager,,Migration,Admin
./help/journey-migration/cloud-acceleration-manager/using-cam/cam-golive-phase.md,Go-live Phase in Cloud Acceleration Manager,,Migration,Admin
